"total_channels","total_subscribers","total_video_views","avg_subscribers","avg_monthly_earnings","total_yearly_earnings","unique_countries","unique_categories","max_subscribers","max_monthly_earnings"
"995","22868400000","10984339366778","22983316.582914572864","589807.847587939698","7046404849.93","50","19","245000000","13600000.00"
